0,300.0453728301813,300.22020918810887,299.03920153862873,65.51250628923303,73.13079911515597,66.51417027617741,69.79605580870472,65.29280499590506,69.38796073269302,65.57332530957528,63.33386017758952,0.0,0.0
32,299.8009303242616,298.11178050818893,298.8040344663024,66.77932743908724,63.79182688653679,64.99059041682354,66.16176917032125,67.31126287561717,66.70463808739137,72.56508069462737,61.079338297149384,3.5,3.5
64,297.45223538472516,302.0005357601696,299.2324619791028,62.78523421146013,65.97772590008464,73.46626275577074,67.27378357363847,73.98722236214189,69.61232720616489,71.91402764161481,70.2038462824134,3.5,3.5
96,299.25453301724264,301.3599894447671,300.3862571234917,68.77511770335917,77.55050291900733,70.81186514889312,70.64836035510308,66.92653753503552,68.69625817629583,68.55497181077624,64.64634193166418,3.5,3.5
128,450.82940991710893,448.83614507246676,449.3430125886677,73.23867919413107,64.64345452238368,65.9719755539856,64.58368691586077,65.13062923958516,64.63685727969394,65.81055120253377,64.13029959562643,3.5,3.5
160,373.11305146066036,371.34030340686587,372.83819014265225,66.06173642437464,66.0741029265896,63.83704462481932,68.86859410351046,64.24909411030863,64.85614620196367,65.98511865618651,70.8313449057365,2.5,0.5
192,301.035554703423,302.36274516835675,301.1013646598452,55.18677045794397,68.38921881503057,74.68420653639681,64.17754060146262,61.284715859091065,67.63432771843938,75.5259410259452,65.01491926417656,2.5,0.5
224,300.8969141389453,298.4975966219219,299.6427318965159,66.25088511235711,67.50358416883303,67.12649810034435,68.99854084950773,61.07972514378341,72.35187962392367,67.36380279481112,67.96825219813064,3.5,3.5
256,301.9307887420455,300.9723242662474,300.469813359314,66.54942728540261,67.30928817856125,69.67766653554446,67.65694609695339,67.8148511851177,66.88548322905463,67.31333349488393,70.81756032472403,3.5,3.5
288,298.68291420808384,300.9585908420161,298.3161017991396,75.41271279321606,65.67360209645831,61.983425440368435,66.08482846539984,69.83976976161108,70.39821071209977,67.64429378622766,63.96266604057861,3.5,3.5
320,428.8831117620609,430.44143369627386,430.81666294131037,65.23465336614767,66.88023403571414,64.492231139506,66.0950761862995,59.59373541935345,66.1897092354907,73.02260554644914,67.14456749462914,3.5,3.5
352,364.97261935088216,367.94822287019866,366.8840065276827,64.76299946034405,67.055630583961,62.04083435043266,64.58174121431583,69.79988180256233,63.79343747002152,67.62226078618943,71.20644625672222,2.5,0.5
384,298.9618694930897,300.098747651043,301.3364495289261,66.58449200735866,69.02241336480418,67.28966611212455,67.44947838757912,68.31622877803626,68.7615315926318,66.02793458731927,66.41777218334967,2.5,0.5
416,298.4192550677863,299.1783822617176,298.11209407031544,69.84206382523156,69.50371380152674,68.78326963210078,66.58547216602379,66.92928955171183,68.48245488681155,61.10795044700972,69.07466289891967,3.5,3.5
448,300.8970951570859,300.81340314587067,299.4679992500394,66.91571053491899,66.74179882622039,63.37027684417811,62.613435964095686,73.768420368236,72.3208217782685,69.84237860784464,68.97638133437474,3.5,3.5
480,305.13768744832583,304.9601283811843,302.3364277845174,67.47980112581243,66.14410113278423,73.27166826220828,62.77844774835385,67.02557892772963,64.90600638376488,67.85319102952762,65.67753217715682,3.5,3.5
512,299.5789933011944,301.23630710708676,298.91305470198074,68.80436108370841,65.15826300072284,66.9792722470403,66.35237225598445,71.0032237756804,64.94733508191274,64.6449516759265,68.67667272155926,3.5,3.5
544,300.6601008006581,299.04457403804537,300.6953102962043,72.82413102232196,63.723146675990044,71.39358232799998,66.47426219230431,68.33953331970046,68.63291995759616,69.79756622420454,64.51665196851087,3.5,3.5
576,299.5816748069159,300.4204797257888,300.2166678276099,68.18758562589058,66.38700564824633,66.78946720693024,64.43114165845084,69.2185555698233,71.35567532462038,66.26020418186934,66.93618260282989,3.5,3.5
608,300.7333759119514,300.2653339565435,299.3686126988676,66.13524012370348,71.21022365000064,70.83607160692348,66.61721056196644,61.613401072859794,68.14474111091103,74.36334131944056,68.25936641924838,3.5,3.5
640,300.0959353895271,299.52792942652025,300.4275823763317,65.65465454533884,68.14622904072935,70.20603185577545,72.13548682055966,65.83729206543902,69.93507144962845,70.17231318509025,66.6487584985532,3.5,3.5
672,304.95002196796725,302.82508747644937,303.62724746665447,74.09588034276496,72.29811348784617,67.92138176687489,65.03514042382076,62.34171954584352,67.87610433523287,69.6063055546141,66.80480897044868,3.5,3.5
704,303.18811623577943,303.96922716333677,302.83475250359874,71.77760451241788,69.22476642523414,67.67535606980519,67.78233927131163,63.856466585315765,69.2815386174861,67.49457548989896,68.06588930611926,3.5,3.5
736,303.2008869232086,301.5685705476861,301.66634850923145,68.71999643353838,73.21064656846218,63.17343826947237,65.37454272688613,68.52003252820958,69.65680244024531,70.90787960672137,62.291115467893285,3.5,3.5
768,299.98897431243944,302.267834445586,301.73566449604175,72.76139422811112,63.382312794818404,64.9653604301319,72.22686452397079,68.24249378511222,65.4477791126951,62.448570536994424,67.60044093651841,3.5,3.5
800,301.08084862458935,300.07154618492194,301.697475518242,70.21779267863965,69.06342129790943,65.24458919894477,62.51738536318494,67.85285973122676,69.3811580817411,61.60933434096438,66.07851658366269,3.5,3.5
832,298.8242854619473,300.8491490062497,302.9400614317431,62.167714543386765,66.1892136359963,71.56386713189679,64.25257228382169,70.98470625933926,65.9207780819124,72.2952773122552,69.51423756781074,3.5,3.5
864,299.5353571509054,298.4455080139104,303.33333702696507,70.18705993490494,64.37970870955067,68.93187251602087,70.63552535857933,75.03511804460231,72.51164150198227,66.40319590934386,63.8191817103918,3.5,3.5
896,299.89160125796275,298.13424610605165,301.37131502255534,69.03126503111865,69.04509006526017,63.68350103176423,64.63075868495018,67.7939263390883,67.73385145367263,68.7847646658087,61.041599841410715,3.5,3.5
928,299.5809530978602,300.4384854877547,299.9443393647634,64.83588894459174,65.27546461131644,64.68146739530346,67.33270873593857,69.40521358746051,70.22228745555383,65.11649014782506,71.01273196855207,3.5,3.5
960,298.0924039635741,300.99815069754607,301.62963961422116,67.97603244358686,64.15187785272705,70.49750567110077,64.75339606307399,59.40953129935937,61.40903913581092,61.99065208520457,69.21389017826141,3.5,3.5
992,301.70401845451323,300.4937492973179,300.1371397180473,67.31671305255867,63.70897455528599,70.96069738989947,70.97684605280504,65.02391027107646,67.09960213853073,65.2443489789317,64.70056223289109,3.5,3.5
1024,298.6383197657917,302.53900119038934,299.5731809468337,69.08971711470505,67.4268931359935,68.04172254280799,62.489163014615194,64.77608791665122,67.45721000976044,66.87183847981754,65.54732706125212,3.5,3.5
1056,301.3353876154253,301.9998118425929,301.6601553483044,68.3472096781551,70.88516146532187,65.32762119761256,67.2478409812467,67.3811103671639,69.28675835083216,63.52086424661933,66.76838433805655,3.5,3.5
1088,299.12055791812014,299.39035209781844,299.97328606293013,64.74143280739644,68.26766914371674,64.15712028667363,65.67672221187593,70.43769336281319,64.94602305627456,71.10411744652244,61.606232981153724,3.5,3.5
1120,299.0889472308773,301.5667613850747,300.16437891239474,62.79480104595049,65.7766163820129,66.14404073905702,69.8454785186676,65.51026881593309,73.91157646695214,70.42944967776573,59.44008290918839,3.5,3.5
1152,301.6454550659909,296.95740834301904,302.3103326904906,64.54775717686415,63.28748767218797,63.47311039288204,64.5078300116778,65.47709708543572,69.41045961603699,65.52420143423541,73.38715607911143,3.5,3.5
1184,302.00768078644415,300.36923739489424,302.43602906123004,71.7622471683892,62.24460469111372,67.66564730312662,62.5230222705915,65.02034270555174,68.34137319866426,67.37187459338043,66.7946380641775,3.5,3.5
1216,298.8685257696535,299.0509252630781,300.36266307514956,66.45746704269881,69.6749395958415,67.19556644291532,67.3981897026992,69.70452988042682,66.92623896430995,62.73877923254296,65.82451336333833,3.5,3.5
1248,300.94808056870914,300.6481585410356,299.59405247670344,67.09401145812475,68.39607962549366,65.48272194612606,65.63279432067662,69.11326273228134,65.51708396744402,68.02092679158083,69.81601376207816,3.5,3.5
1280,301.11871224502175,302.3299608393256,300.1297415484112,63.94790840875543,69.3121318441909,68.82365814324153,65.66104951011339,66.20516730799405,60.93209104864613,67.1013368948174,66.66451972285321,3.5,3.5
1312,301.8434267945752,299.89381575517814,299.54094889752486,64.29322575624,65.07334870204284,70.8135279838057,64.83190465723037,69.67669711969198,69.64518665824342,63.441933227801606,70.72238980193602,3.5,3.5
1344,300.3658596166172,302.1347380062465,298.4409050971305,64.78707774959372,66.50154584803525,68.99742313716956,64.9217110422695,66.47135089502021,70.56284735426814,65.14521629274368,70.01358856419505,3.5,3.5
1376,300.8367706045951,302.00326624793183,299.5424597801002,70.04395193445269,67.33328144455868,69.8579889277915,65.03352171215406,67.98659430849482,67.30976547715233,71.20600428059349,67.47499549464588,3.5,3.5
1408,301.10782338858655,301.74951465631324,303.0689465105009,65.25992978797451,65.7535959942092,65.23182519114249,68.63308257020412,67.93295335353734,71.08623056150478,72.87626571753557,63.15626449278616,3.5,3.5
1440,299.9645877373831,301.18956788387095,299.2244492704787,64.87256206285342,60.35068406401321,70.07730498143289,71.31029258683304,68.35344844578013,63.62201800734401,61.878160053580324,62.437962297230406,3.5,3.5
1472,301.17655184655183,303.10654326011905,301.3324838811745,65.24889800620595,70.24335901485739,68.14946732577695,63.92984462945901,62.929379541923275,59.91104502590135,65.91173174049177,61.63599265431823,3.5,3.5
1504,302.8723956055437,301.44334010734025,301.6049717005844,64.85645129607491,67.00095055123573,64.70694624408068,69.59474797157753,66.63251626638284,63.80510967124634,71.76898896032627,61.79053136214527,3.5,3.5
